╢m┬эел░╧,ецйЎ╝╨к║,дgжa░╧мqжь╕mй╬л╪кл░╧к∙╡P,дgжa▓╛┬р┴`н▒┐nендшд╜д╪,│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬╜sйw,ецйЎж~дыдщ,ецйЎ╡з┤╔╝╞,▓╛┬р╝hж╕,┴`╝╙╝h╝╞,л╪кллм║A,еDнnе╬│~,еDнnл╪зў,л╪┐vз╣жиж~ды,л╪кл▓╛┬р┴`н▒┐nендшд╜д╪,л╪кл▓{кpоцз╜-й╨,л╪кл▓{кpоцз╜-╞U,л╪кл▓{кpоцз╜-╜├,л╪кл▓{кpоцз╜-╣j╢б,ж│╡L║▐▓z▓╒┬┤,┴`╗∙д╕,│ц╗∙иCендшд╜д╪,иожь├■зO,иожь▓╛┬р┴`н▒┐nендшд╜д╪,иожь┴`╗∙д╕,│╞╡∙,╜s╕╣
иqдЇ╢m,й╨жa(дgжa+л╪кл),╣№д╞┐диqдЇ╢m║╓╝wл╤181~210╕╣,80.0,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060308,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1050926,141.51,4,2,3,ж│,╡L,5800000,40987,,0.0,0,,RPQNMLTLLHMFFAN56CA
кт╢щ╢m,дgжa,╣┼е_мq1321~1350жa╕╣,1120.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1060208,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,10000000,8929,,0.0,0,,RPOOMLOLLHMFFAN58CA
╣№д╞ел,й╨жa(дgжa+л╪кл),╣№д╞┐д╣№д╞ел║╓дs╡є241л╤1~30╕╣,61.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060224,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0690226,95.07,4,2,2,ж│,╡L,3300000,34711,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪кл,RPRNMLOLLHMFFAN78CA
╣№д╞ел,й╨жa(дgжa+л╪кл)+иожь,╣№д╞┐д╣№д╞еле┴▒┌╕Ї129л╤37з╦1~30╕╣,25.13,жэ,,,1060219,дgжa1л╪кл1иожь1,дK╝h,дK╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830411,147.42,3,2,2,ж│,ж│,5400000,36630,йY╣D╛ў▒ё,0.0,500000,,RPUNMLOLLHMFFAN09CA
кс╛┬╢m,дgжa,лnе╒иFз|мq91~120жa╕╣,89.09,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,1060211,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1212750,13613,,0.0,0,дgжa╝Wн╚╡|е╤╢Rдшнt╛с,RPVNMLMLLHMFFAN98CA
╣№д╞ел,й╨жa(дgжa+л╪кл),╣№д╞┐д╣№д╞ел╜uкF╕Їд@мq17л╤1~30╕╣,17.39,жэ,,,1060224,дgжa1л╪кл1иожь0,дT╝h,дQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830621,139.55,3,2,2,ж│,ж│,3300000,23647,,0.0,0,,RPQOMLPJMHMFFAN78CA
╣№д╞ел,й╨жa(дgжa+л╪кл),╣№д╞┐д╣№д╞елкў░и╕ЇдGмq481~510╕╣,19.75,жэ,,,1060306,дgжa2л╪кл1иожь0,дK╝h,дQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0850912,165.74,3,1,2,ж│,ж│,500000,3017,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPUNMLNKMHMFFAN98CA
йMм№┬э,дgжa,дj║aмq421~450жa╕╣,522.0,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060303,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,9100000,17433,,0.0,0,,RPRNMLLKMHMFFBN58CA
йMм№┬э,й╨жa(дgжa+л╪кл),╣№д╞┐дйMм№┬экF╡o╕Ї211~240╕╣,118.14,жэ,,,1040104,дgжa3л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1050803,179.64,4,2,4,ж│,╡L,12500000,69584,,0.0,0,,RPQNMLNLLHMFFBN68CA
йMм№┬э,дgжa,дj╣┼мq841~870жa╕╣,62.22,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060308,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,450000,7232,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC╝Wн╚╡|е╤╢Rдшнt╛с,RPQNMLRLLHMFFBN09CA
йMм№┬э,дgжa,дj╣┼мq841~870жa╕╣,62.22,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060308,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,450000,7232,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC╝Wн╚╡|е╤╢Rдшнt╛с,RPRNMLRLLHMFFBN56CA
ж∙┤ф╢m,дgжa,мuж{нэмq1081~1110жa╕╣,1089.0,,д@пы╣A╖~░╧,╣Aкке╬жa,1060219,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3050000,2801,,0.0,0,,RPTNMLRLLHMFFBN76CA
иqдЇ╢m,й╨жa(дgжa+л╪кл),╣№д╞┐диqдЇ╢mе┴е═╡є811~840╕╣,58.0,жэ,,,1060304,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1041223,208.5,4,2,3,ж│,╡L,9760000,46811,,0.0,0,е╗еє╢R╜ц╝╨к║клм░╣w░тл╬,RPQNMLMKMHMFFAN48CA
иqдЇ╢m,й╨жa(дgжa+л╪кл),╣№д╞┐диqдЇ╢mе┴е═╡є811~840╕╣,73.9,жэ,,,1060304,дgжa2л╪кл1иожь0,е■,е|╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1041223,223.48,4,2,3,ж│,╡L,9880000,44210,,0.0,0,е╗еє╢R╜ц╝╨к║клм░╣w░тл╬,RPRNMLMKMHMFFAN58CA
╣№д╞ел,й╨жa(дgжa+л╪кл)+иожь,╣№д╞┐д╣№д╞елкў░и╕ЇдTмq646л╤31~60╕╣,34.6,жэ,,,1060221,дgжa1л╪кл1иожь1,дE╝hбAдQ╝h,дQ╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0820927,210.31,4,2,4,ж│,ж│,4950000,23537,йY╣D╛ў▒ё,0.0,0,,RPTNMLMKMHMFFAN78CA
╣№д╞ел,й╨жa(дgжa+л╪кл)+иожь,╣№д╞┐д╣№д╞ел╛х╢з╕Ї91~120╕╣,12.37,жэ,,,1060302,дgжa1л╪кл1иожь1,дQдT╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0870610,171.44,4,2,2,ж│,ж│,8180000,47713,йY╣D╛ў▒ё,7.5,0,,RPQNMLKKMHMFFAN28CA
╣№д╞ел,й╨жa(дgжa+л╪кл),╣№д╞┐д╣№д╞елж█▒j╕Ї109л╤61~90╕╣,75.0,жэ,,,1060206,дgжa2л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одg│y,0710206,151.44,3,2,2,ж│,╡L,6850000,45232,,0.0,0,,RPRNMLQJMHMFFAN88CA
кс╛┬╢m,дgжa,кс╛┬мq211~240жa╕╣,36.0,жэ,,,1051231,дgжa12л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,206940,5748,,0.0,0,дpн▒┐n,RPRNMLPJMHMFFAN78CA
кт╢щ╢m,дgжa,╣№▒[мq541~570жa╕╣,1859.83,,дsйYжaлOи|░╧,╣Aкке╬жa,1060303,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1632700,878,,0.0,0,,RPTNMLKMLHMFFAN68CA
╣№д╞ел,й╨жa(дgжa+л╪кл),╣№д╞┐д╣№д╞еленйMд@╡є91~120╕╣,17.0,жэ,,,1060308,дgжa1л╪кл1иожь0,е|╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0791113,133.4,3,2,2,ж│,ж│,3960000,29685,,0.0,0,,RPTNMLNLLHMFFAN88CA
╣№д╞ел,дgжa,лn┐│мq841~870жa╕╣,599.33,╣A,,,1060308,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2781000,4640,,0.0,0,,RPPNMLRLLHMFFAN88CA
е╨дд┬э,дgжa,дддsмq1501~1530жa╕╣,111.32,жэ,,,1060220,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4377100,39320,,0.0,0,,RPRNMLNLLHMFFEN09CA
е╨дд┬э,дgжa,кF╖╜мq1261~1290жa╕╣,1050.62,,дsйYжaлOи|░╧,╣Aкке╬жa,1060226,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3500000,3331,,0.0,0,,RPPNMLNLLHMFFEN88CA
е├╣t╢m,дgжa,е├ддмq271~300жa╕╣,106.56,жэ,,,1060301,дgжa6л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2231280,20939,,0.0,0,╣D╕Їе╬жaе]мAжb╢R╜ц╜d│Єд║бAдгнp║т╗∙кўбCиpл┤е▀л┤дщ105ж~4ды1дщ,RPRNMLKLMHMFFDN78CA
е├╣t╢m,дgжa,е├ддмq271~300жa╕╣,42.62,жэ,,,1060302,дgжa6л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,892080,20931,,0.0,0,╣D╕Їе╬жaе]мAжb╢R╜ц╜d│Єд║бAдгнp║т╗∙кўбCиpл┤е▀л┤дщ105ж~10ды24дщ,RPUNMLKLMHMFFDN09CA
н√кL┬э,дgжa,╣┤лHмq991~1020жa╕╣,184.83,дu,,,1060302,дgжa4л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,9236000,49970,,0.0,0,,RPWNMLLMLHMFFDN76CA
н√кL┬э,дgжa,┤f╣Aмq1141~1170жa╕╣,270.58,жэ,,,1060306,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,16200000,59871,,0.0,0,,RPQNMLTJMHMFFDN76CA
дjз°╢m,й╨жa(дgжa+л╪кл),╣№д╞┐ддjз°╢mдде┐жш╕Ї181~210╕╣,96.23,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060212,дgжa2л╪кл1иожь0,е■,е|╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1051014,222.7,6,3,4,ж│,╡L,8800000,39515,,0.0,0,,RPSNMLSJMHMFFDN86CA
дjз°╢m,й╨жa(дgжa+л╪кл),╣№д╞┐ддjз°╢mдде┐жш╕Ї181~210╕╣,113.58,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060118,дgжa2л╪кл1иожь0,е■,е|╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1041211,225.21,6,3,4,ж│,╡L,8800000,39075,,0.0,0,,RPUNMLSJMHMFFDN07CA
е├╣t╢m,дgжa,е├ддмq241~270жa╕╣,35.52,жэ,,,1060301,дgжa6л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,743760,20939,,0.0,0,╣D╕Їе╬жaе]мAжb╢R╜ц╜d│Єд║бAдгнp║т╗∙кўбC,RPSNMLNKMHMFFDN09CA
│└┤ф┬э,дgжa,╞QоHмq691~720жa╕╣,684.28,,д@пы╣A╖~░╧,дB║╪л╪┐vе╬жa,1060222,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,9078000,13266,,0.0,0,,RPPNMLKLMHMFFCN48CA
н√кL┬э,дgжa,┬╫ж~мq631~660жa╕╣,68.88,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060307,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1560000,22648,,0.0,0,1.┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC2.╖ю╣sжaй╬ж│жXи╓и╧е╬дзецйЎбC,RPQOMLSLLHMFFDN86CA
е├╣t╢m,й╨жa(дgжa+л╪кл),╣№д╞┐де├╣t╢mпBж`╕Ї232л╤31~60╕╣,125.27,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060307,дgжa2л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0870723,151.58,3,2,2,ж│,╡L,5250000,34635,,0.0,0,,RPPOMLKMLHMFFDN68CA
е├╣t╢m,дgжa,┤фжшмq481~510жa╕╣,661.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1060308,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3399000,5142,,0.0,0,,RPSNMLNLLHMFFDN09CA
н√кL┬э,й╨жa(дgжa+л╪кл),╣№д╞┐дн√кLелн√дЇ╕Їд@мq103л╤121~150╕╣,151.65,жэ,,,1060303,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0810513,199.03,4,3,3,ж│,╡L,6100000,30649,,0.0,0,,RPSNMLRLLHMFFDN86CA
╖╦┤Є┬э,дgжa,┼уе·мq571~600жa╕╣,1322.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1060301,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3040000,2300,,0.0,0,,RPPNMLQKMHMFFHN86CA
ж∙┤ф╢m,дgжa,оїенмq301~330жa╕╣,2506.27,,пSйw╣A╖~░╧,╣Aкке╬жa,1060317,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,10000000,3990,,0.0,0,,RPPNMLKMLHMFFBN48DA
╣№д╞ел,й╨жa(дgжa+л╪кл),╣№д╞┐д╣№д╞елкў░и╕ЇдTмq751~780╕╣,102.95,жэ,,,1060313,дgжa4л╪кл1иожь0,д@╝hбAдG╝hбAдT╝hбAе|╝h,е|╝h,й▒н▒(й▒╛Q),жэ░╙е╬,┐√╡м▓V╛одg│y,0700918,188.76,6,2,4,ж│,╡L,10200000,54037,,0.0,0,,RPTNMLOLLHMFFAN09DA
оHд▀╢m,й╨жa(дgжa+л╪кл),╣№д╞┐доHд▀╢m╖s?}з°╖s?}╕Ї101л╤7з╦1~30╕╣,106.83,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060305,дgжa3л╪кл1иожь0,д@╝hбAдG╝hбAдT╝h,дT╝h,ифеL,жэоaе╬,┐√╡м▓V╛одg│y,1040107,165.32,4,3,4,ж│,╡L,6720000,40648,,0.0,0,,RPTNMLOLLHMFFHN07CA
╖╦┤Є┬э,й╨жa(дgжa+л╪кл),╣№д╞┐д╖╦┤Є┬эн√│└╕Ї┤ЄкFл╤61~90╕╣,96.5,жэ,,,1060222,дgжa2л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одg│y,0830324,157.16,3,2,3,ж│,╡L,4000000,25452,,0.0,0,,RPRNMLRLLHMFFHN17CA
╖╦┤Є┬э,дgжa,ддкFмq631~660жa╕╣,124.25,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060223,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1080000,8692,,0.0,0,,RPPNMLLMLHMFFHN09CA
дGкL┬э,дgжa,┬╫е╨мq631~660жa╕╣,2106.0,,д@пы╣A╖~░╧,╣Aкке╬жa,1060310,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3159000,1500,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPTNMLSLLHMFFGN37CA
дGкL┬э,дgжa,лїдlмq211~240жa╕╣,3751.0,,д@пы╣A╖~░╧,╣Aкке╬жa,1060303,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,7602000,2027,,0.0,0,,RPTNMLPLLHMFFGN07CA
е╨з└╢m,дgжa,е┴е═мq1201~1230жa╕╣,346.5,жэ,,,1060305,дgжa5л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2100000,6061,,0.0,0,┐╦д═╢б╢R╜цбC,RPPNMLRLLHMFFFN76CA
░ё└Y╢m,дgжa,йM┬╫мq361~390жa╕╣,1455.08,,д@пы╣A╖~░╧,╣Aкке╬жa,1060224,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2910000,2000,,0.0,0,,RPWNMLRLLHMFFFN47CA
е_дц┬э,й╨жa(дgжa+л╪кл),╣№д╞┐де_дц┬эдхнb╕ЇдGмq79л╤31~60╕╣,94.49,жэ,,,1051230,дgжa3л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1050525,185.05,4,3,3,ж│,╡L,7600000,41070,,0.0,0,,RPQNMLTJMHMFFFN96CA
е╨дд┬э,й╨жa(дgжa+л╪кл),╣№д╞┐де╨дд┬э╖sдuдн╕Ї1~30╕╣,701.38,,дu╖~░╧,дB║╪л╪┐vе╬жa,1060215,дgжa1л╪кл2иожь0,д@╝hбAжaдU╝h,д@╝h,дu╝t,игифеL╡n░Oи╞╢╡,игифеL╡n░Oи╞╢╡,0770129,363.89,3,1,1,ж│,╡L,14850000,,,0.0,0,,RPSNMLNKMHMFFEN56CA
к└└Y╢m,й╨жa(дgжa+л╪кл),╣№д╞┐дк└└Y╢mе█з|дGл╤1~30╕╣,131.76,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060214,дgжa2л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,1051228,205.08,4,1,3,ж│,╡L,6680000,32573,,0.0,0,,RPPNMLPJMHMFFEN98CA
дGдЇ╢m,дgжa,е·й·мq151~180жa╕╣,96.42,жэ,,,1060306,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1458000,15121,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC╢Rдшж@2дHбC,RPUNMLRKMHMFFEN17CA
╖╦ж{╢m,дgжa,┤_┐│мq721~750жa╕╣,184.63,жэ,,,1060309,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3351120,18150,,0.0,0,┐╦д═╢бпSоэ├ЎлYдзецйЎбC,RPUNMLOLLHMFFFN96CA
к└└Y╢m,й╨жa(дgжa+л╪кл),╣№д╞┐дк└└Y╢mе█з|дGл╤1~30╕╣,136.32,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060213,дgжa2л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,1051228,206.47,4,1,3,ж│,╡L,5900000,28576,,0.0,0,,RPRNMLTKMHMFFEN07CA
е╨дд┬э,й╨жa(дgжa+л╪кл),╣№д╞┐де╨дд┬эдs╕}╕ЇдTмq181~210╕╣,269.89,жэ,,,1060224,дgжa2л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одg│y,0950428,333.03,5,2,4,ж│,╡L,12000000,36033,,0.0,0,,RPWNMLPJMHMFFEN07CA
н√кL┬э,й╨жa(дgжa+л╪кл),╣№д╞┐дн√кLел┤_┐│д╗╡є1~30╕╣,110.43,жэ,,,1060217,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1050304,203.29,4,3,5,ж│,╡L,15200000,74770,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPPNMLLLMHMFFDN68CA
к└└Y╢m,й╨жa(дgжa+л╪кл),╣№д╞┐дк└└Y╢mе█з|дGл╤1~30╕╣,133.08,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060213,дgжa2л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,1051228,205.08,4,1,3,ж│,╡L,6650000,32426,,0.0,0,,RPQNMLLLMHMFFEN88CA
е_дц┬э,й╨жa(дgжa+л╪кл),╣№д╞┐де_дц┬эдхнb╕ЇдGмq79л╤31~60╕╣,91.49,жэ,,,1060222,дgжa2л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1050525,174.87,4,3,3,ж│,╡L,7500000,42889,,0.0,0,,RPRNMLTJMHMFFFN07CA
░ё└Y╢m,дgжa,╜_н╗мq481~510жa╕╣,583.16,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060217,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,6297207,10798,,0.0,0,1.жaдWкл│B▓zж│к╚п╔дзецйЎ,RPTNMLOKMHMFFFN86CA
к└└Y╢m,дgжa,и╜дпмq451~480жa╕╣,1102.08,╣A,,,1060120,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3919200,3556,,0.0,0,,RPSNMLOKMHMFFEN66CA
е╨з└╢m,дgжa,╝y┬╫мq241~270жa╕╣,2929.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1060103,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,7127200,2433,,0.0,0,,RPSNMLRLLHMFFFN07CA
дGкL┬э,дgжa,╕U┐│мqмhдl╖╛дpмq781~810жa╕╣,2500.0,,д@пы╣A╖~░╧,╣Aкке╬жa,1060221,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4590000,1836,,0.0,0,,RPRNMLRKMHMFFGN07CA
дGкL┬э,дgжa,╕U┐│мqмhдl╖╛дpмq781~810жa╕╣,4500.0,,д@пы╣A╖~░╧,╣Aкке╬жa,1060221,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,8260000,1836,,0.0,0,,RPSNMLRKMHMFFGN17CA
╖╦┤Є┬э,й╨жa(дgжa+л╪кл),╣№д╞┐д╖╦┤Є┬э┐│╛╟╡є361~390╕╣,107.0,жэ,,,1060310,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одg│y,0781204,207.25,4,2,5,ж│,╡L,7660000,36960,,0.0,0,,RPTNMLRLLHMFFHN37CA
оH╞Q╢m,дgжa,е·й·мq2101~2130жa╕╣,700.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1060301,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2500000,3571,,0.0,0,,RPWNMLRLLHMFFHN67CA
╖╦┤Є┬э,дgжa,е_╢╒мq781~810жa╕╣,219.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060310,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4703572,21477,,0.0,0,,RPPNMLKLMHMFFHN98CA
╣№д╞ел,й╨жa(дgжa+л╪кл),╣№д╞┐д╣№д╞елж╦йM╕Ї200л╤26з╦1~30╕╣,90.01,жэ,,,1060320,дgжa4л╪кл1иожь0,е■,е|╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0880312,267.46,5,2,3,ж│,╡L,7350000,27481,,0.0,0,,RPRNMLSLLHMFFAN66DA
░ё└Y╢m,дgжa,йM┬╫мq481~510жa╕╣,1621.12,,д@пы╣A╖~░╧,╣Aкке╬жa,1060324,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3209778,1980,,0.0,0,,RPRNMLRLLHMFFFN07DA
░ё└Y╢m,дgжa,░ё└Yмq1261~1290жa╕╣,6791.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1060324,дgжa4л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,9650000,1421,,0.0,0,,RPTNMLRLLHMFFFN27DA
н√кL┬э,дgжa,дjоpмq571~600жa╕╣,2802.0,,дsйYжaлOи|░╧,╣Aкке╬жa,1060226,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1120000,400,,0.0,0,,RPRNMLPLLHMFFDN56CA
н√кL┬э,й╨жa(дgжa+л╪кл),╣№д╞┐дн√кLелн√кF╕ЇдGмq361~390╕╣,97.0,жэ,,,1060123,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одg│y,0910131,216.78,7,2,6,ж│,╡L,21000000,96872,,0.0,0,,RPXNMLKMLHMFFDN76CA
н√кL┬э,й╨жa(дgжa+л╪кл),╣№д╞┐дн√кLел╖sе═╕Ї631~660╕╣,83.16,жэ,,,1060315,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1040311,158.02,5,2,4,ж│,╡L,15000000,94925,,0.0,0,,RPOOMLTLLHMFFDN76CA
н√кL┬э,й╨жa(дgжa+л╪кл),╣№д╞┐дн√кLелйMенкF╡є61~90╕╣,59.0,жэ,,,1060222,дgжa2л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0561121,88.27,2,2,2,ж│,╡L,7530000,85306,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPSNMLTLLHMFFDN07CA
е├╣t╢m,й╨жa(дgжa+л╪кл),╣№д╞┐де├╣t╢mдддs╕Їд@мq515л╤1~30╕╣,175.27,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060306,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0700110,187.57,0,0,2,╡L,╡L,5350000,28523,,0.0,0,,RPVNMLSLLHMFFDN27CA
н√кL┬э,дgжa,╛Ї╖Rмq1261~1290жa╕╣,224.89,жэ,,,1060218,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,12789000,56868,,0.0,0,,RPXNMLSLLHMFFDN47CA
│└┤ф┬э,й╨жa(дgжa+л╪кл),╣№д╞┐д│└┤ф┬э│└йM╕ЇдTмq498л╤1~30╕╣,122.0,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060303,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0710713,100.6,4,2,2,ж│,╡L,3500000,34791,,0.0,0,,RPQNMLKLMHMFFCN58CA
