╢m┬эел░╧,ецйЎ╝╨к║,дgжa░╧мqжь╕mй╬л╪кл░╧к∙╡P,дgжa▓╛┬р┴`н▒┐nендшд╜д╪,│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬╜sйw,ецйЎж~дыдщ,ецйЎ╡з┤╔╝╞,▓╛┬р╝hж╕,┴`╝╙╝h╝╞,л╪кллм║A,еDнnе╬│~,еDнnл╪зў,л╪┐vз╣жиж~ды,л╪кл▓╛┬р┴`н▒┐nендшд╜д╪,л╪кл▓{кpоцз╜-й╨,л╪кл▓{кpоцз╜-╞U,л╪кл▓{кpоцз╜-╜├,л╪кл▓{кpоцз╜-╣j╢б,ж│╡L║▐▓z▓╒┬┤,┴`╗∙д╕,│ц╗∙иCендшд╜д╪,иожь├■зO,иожь▓╛┬р┴`н▒┐nендшд╜д╪,иожь┴`╗∙д╕,│╞╡∙,╜s╕╣
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFел╝sкF╕Ї1501~1530╕╣,25.81,жэ,,,1060308,дgжa1л╪кл1иожь0,д@╝hбA├M╝╙,дQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0800901,161.09,1,1,1,ж│,ж│,4500000,27935,,0.0,0,,RPPNMLTLLHMFFAT07CA
л╠кF╔],дgжa,дTдsмq301~330жa╕╣,136.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060309,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2200000,16176,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPQNMLTLLHMFFAT17CA
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFелкZ╖R╡є88л╤31~60╕╣,120.0,жэ,,,1060313,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0801113,192.7,6,1,4,ж│,╡L,6200000,32174,,0.0,0,,RPVNMLTLLHMFFAT67CA
д║оH╢m,й╨жa(дgжa+л╪кл),л╠кF┐дд║оH╢m╛╟дH╕Ї241~270╕╣,8.06,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060311,дgжa1л╪кл1иожь0,дT╝h,д╗╝h,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√╡м▓V╛одg│y,0840710,28.259999999999998,1,1,1,ж│,╡L,470000,16631,,0.0,0,,RPQNMLQLLHMFFCT07CA
╕U┼r╢m,дgжa,╝w│╙мq661~690жa╕╣,6431.06,,д@пы╣A╖~░╧,╣Aкке╬жa,1051221,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,14930000,2322,,0.0,0,,RPWNMLRLLHMFFCT77CA
д║оH╢m,й╨жa(дgжa+л╪кл),л╠кF┐дд║оH╢mе├┐│л╤391~420╕╣,74.13,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060203,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одg│y,0830119,153.56,5,1,4,ж│,╡L,3000000,19536,,0.0,0,,RPRNMLOLLHMFFCT96CA
д║оH╢m,дgжa,дWкF╢╒мq571~600жa╕╣,2442.36,,пSйw╣A╖~░╧,╣Aкке╬жa,1060217,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5800000,2375,,0.0,0,,RPTOMLLMLHMFFCT07CA
╕U┼r╢m,дgжa,дTе┴мq121~150жa╕╣,3049.0,,д@пы╣A╖~░╧,╣Aкке╬жa,1060215,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3450000,1132,,0.0,0,,RPQOMLLMLHMFFCT76CA
╝щж{┬э,дgжa,е·╡╪мq601~630жa╕╣,11373.32,дu,,,1060203,дgжa4л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,152490000,13408,,0.0,0,,RPUNMLKMLHMFFCT96CA
д║оH╢m,дgжa,л╪┐│мq1111~1140жa╕╣,1048.65,,д@пы╣A╖~░╧,╣Aкке╬жa,1060226,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3180000,3032,,0.0,0,,RPTNMLKKMHMFFCT76CA
fa72оH╢m,дgжa,ме╢змq1141~1170жa╕╣,5972.24,,д@пы╣A╖~░╧,╣Aкке╬жa,1060313,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,10500000,1758,,0.0,0,,RPRNMLOLLHMFFBT86CA
╕Uдж╢m,дgжa,е╨нэмq511~540жa╕╣,337.0,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060224,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1158500,3438,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPRNMLLLMHMFFAT56CA
д║оH╢m,й╨жa(дgжa+л╪кл),л╠кF┐дд║оH╢m▓╬└нл╤241~270╕╣,8.44,,д@пы╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060219,дgжa1л╪кл1иожь0,дн╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0881130,25.4,1,0,1,ж│,╡L,500000,19685,,0.0,0,,RPOOMLNLLHMFFCT66CA
fa72оH╢m,й╨жa(дgжa+л╪кл),л╠кF┐д╞QоH╢mме╣ч╕Ї61~90╕╣,254.52,,д@пы╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060305,дgжa2л╪кл2иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0920522,233.17,5,2,4,ж│,ж│,7500000,32165,,0.0,0,,RPSNMLLMLHMFFBT76CA
fa72оH╢m,дgжa,·rлnмq451~480жa╕╣,306.24,жэ,,,1060310,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2300000,7510,,0.0,0,,RPUNMLRLLHMFFBT47CA
fa72оH╢m,дgжa,┐│╖Rмq631~660жa╕╣,1310.34,,д@пы╣A╖~░╧,╣Aкке╬жa,1060315,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1150000,878,,0.0,0,,RPVNMLRLLHMFFBT57CA
░к╛Ё╢m,дgжa,┬┬╝dмq121~150жa╕╣,8876.0,,д@пы╣A╖~░╧,╣Aкке╬жa,1060316,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,7988400,900,,0.0,0,,RPSNMLRLLHMFFBT27CA
к°кv╢m,дgжa,┴cйўмq871~900жa╕╣,94.11,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060315,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,740220,7865,,0.0,0,,RPSNMLSKMHMFFAT27CA
д║оH╢m,й╨жa(дgжa+л╪кл),л╠кF┐дд║оH╢m│╙зQ╕Ї1~30╕╣,92.09,жэ,,,1060304,дgжa2л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одg│y,0761020,107.7,0,0,0,╡L,╡L,4500000,41783,,0.0,0,,RPRNMLPJMHMFFCT96CA
╝щж{┬э,й╨жa(дgжa+л╪кл),л╠кF┐д╝щж{┬э┤┬к@╕Ї206л╤1~30╕╣,34.52,жэ,,,1060222,дgжa2л╪кл1иожь0,дT╝h,дT╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0711130,94.77,3,1,1,ж│,╡L,1800000,18993,,0.0,0,,RPPOMLRJMHMFFCT07CA
╝щж{┬э,й╨жa(дgжa+л╪кл),л╠кF┐д╝щж{┬эе├╡╪╡є1~30╕╣,91.31,жэ,,,1060301,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэоaе╬,игифеL╡n░Oи╞╢╡,1041116,180.84,4,2,4,ж│,╡L,8100000,44791,,0.0,0,,RPQOMLRJMHMFFCT17CA
д║оH╢m,дgжa,╖sоHмq1711~1740жa╕╣,151.15,╣A,,,1060303,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5000000,33080,,0.0,0,,RPOOMLTLLHMFFCT27CA
д║оH╢m,л╪кл,л╠кF┐дд║оH╢m│╒╖Rл╤31~60╕╣,0.0,,,,1060303,дgжa0л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,игифеL╡n░Oи╞╢╡,1051228,197.1,4,2,4,ж│,╡L,3500000,17757,,0.0,0,,RPPOMLTLLHMFFCT37CA
д║оH╢m,й╨жa(дgжa+л╪кл),л╠кF┐дд║оH╢mддкL╕Ї1149л╤1~30╕╣,75.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060314,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэ░╙е╬,е[▒j┐j│y,0710408,93.08,8,0,6,ж│,╡L,1500000,16115,,0.0,0,,RPWOMLOLLHMFFCT57CA
╝щж{┬э,дgжa,▒[кFмq181~210жa╕╣,5179.88,,д@пы╣A╖~░╧,╣Aкке╬жa,1060321,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4500000,869,,0.0,0,,RPVNMLTLLHMFFCT87CA
д║оH╢m,й╨жa(дgжa+л╪кл),л╠кF┐дд║оH╢mе·й·╕Ї493л╤1~30╕╣,365.64,жэ,,,1060215,дgжa3л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,1000111,286.6,3,2,3,ж│,╡L,13200000,46057,,0.0,0,,RPWNMLTLLHMFFCT97CA
д║оH╢m,дgжa,дWкF╢╒мq331~360жa╕╣,6440.24,,пSйw╣A╖~░╧,╣Aкке╬жa,1060112,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,18943054,2941,,0.0,0,йш╢Oжa╝╨░т,RPRNMLSLLHMFFCT37CA
╝щж{┬э,й╨жa(дgжa+л╪кл),л╠кF┐д╝щж{┬э╕U╛╟╡є31~60╕╣,42.08,жэ,,,1060123,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0830620,88.68,4,2,3,ж│,╡L,2600000,29319,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPSNMLRLLHMFFCT37CA
д║оH╢m,дgжa,ддкLмq661~690жa╕╣,496.48,жэ,,,1060223,дgжa4л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2400630,4835,,0.0,0,▒Mо╫┼¤░т,RPTNMLRLLHMFFCT47CA
╕Uдж╢m,й╨жa(дgжa+л╪кл),л╠кF┐д╕Uдж╢mд╕ої╡є96л╤1~30╕╣,139.0,жэ,,,1060303,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0800627,207.9,5,3,4,ж│,╡L,5600000,26936,,0.0,0,,RPUNMLTLLHMFFAT57CA
дEжp╢m,дgжa,дEжpмq841~870жa╕╣,115.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060321,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1380000,12000,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPQNMLSLLHMFFAT07CA
дEжp╢m,дgжa,дE┤^мq31~60жa╕╣,1766.71,,д@пы╣A╖~░╧,╣Aкке╬жa,1060316,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3000000,1698,,0.0,0,,RPUNMLSLLHMFFAT47CA
╕Uдж╢m,дgжa,╕Uе═мq1021~1050жa╕╣,204.58,жэ,,,1060309,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,7700000,37638,,0.0,0,,RPQOMLSLLHMFFAT17CA
╕Uдж╢m,дgжa,╖sкLмq151~180жa╕╣,2730.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1060314,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,6697320,2453,,0.0,0,,RPUNMLOLLHMFFAT07CA
к°кv╢m,й╨жa(дgжa+л╪кл),л╠кF┐дк°кv╢mйMендGл╤31~60╕╣,1458.06,,д@пы╣A╖~░╧,╣Aкке╬жa,1060308,дgжa1л╪кл1иожь0,д@╝h,д@╝h,ифеL,игифеL╡n░Oи╞╢╡,игифеL╡n░Oи╞╢╡,1000107,978.66,2,0,0,ж│,╡L,14200000,14510,,0.0,0,,RPTOMLOLLHMFFAT07CA
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFел╛ў│їе_╕Ї751~780╕╣,12.26,жэ,,,1060309,дgжa1л╪кл1иожь0,дQдT╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0881204,85.96,2,2,1,ж│,ж│,2250000,26175,,0.0,0,,RPUOMLOLLHMFFAT17CA
л╠кF╔],дgжa,дЇ╖╜мqдGдpмq1771~1800жa╕╣,112.0,жэ,,,1060227,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5420000,48393,,0.0,0,,RPQNMLRLLHMFFAT96CA
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFеллH╕q╕Ї385л╤1~30╕╣,82.0,жэ,,,1060301,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0960425,178.11,5,2,3,ж│,╡L,8600000,48285,,0.0,0,,RPPNMLLMLHMFFAT98CA
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFелл╪┬╫╕Ї63л╤35з╦1~30╕╣,102.0,жэ,,,1060308,дgжa2л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одg│y,0830418,228.73,6,2,4,ж│,╡L,6180000,27019,,0.0,0,,RPWNMLLMLHMFFAT07CA
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFел┬k╕qл╤1~30╕╣,88.16,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060216,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0740308,99.93,5,2,2,ж│,╡L,3500000,35025,,0.0,0,,RPVPMLQJMHMFFAT47CA
мKдщ╢m,дgжa,дhдхмqд@дpмq31~60жa╕╣,10000.0,,дsйYжaлOи|░╧,кL╖~е╬жa,1060317,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,600000,60,,0.0,0,,RPPNMLNLMHMFFFT07CA
кD╝d╢m,й╨жa(дgжa+л╪кл),л╠кF┐дкD╝d╢mдu╖~д╗╡є121~150╕╣,35.5,,дu╖~░╧,дB║╪л╪┐vе╬жa,1060304,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одg│y,0820715,66.5,0,0,0,╡L,╡L,750000,11278,,0.0,0,дG┐╦╡е╢бдз╢R╜цбA│беў╗∙кў├╪╗PбAдwе╙│°├╪╗P╡|бC,RPPNMLOLLHMFFFT07CA
л╠кF╔],й╨жa(дgжa+л╪кл)+иожь,л╠кF┐дл╠кFел╡╪▓▒╡є31~60╕╣,42.79,жэ,,,1060301,дgжa1л╪кл1иожь1,дE╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0930909,169.89,3,2,2,ж│,ж│,2000000,11772,йY╣Dенн▒,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPTNMLRLLHMFFAT37DA
лэмK┬э,дgжa,┤Єд║мq241~270жa╕╣,16925.17,╣A,,,1060210,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,66300000,3917,,0.0,0,,RPPNMLKKMHMFFET56CA
лnж{╢m,дgжa,дC╢Їмq211~240жa╕╣,90.39,жэ,,,1060224,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2650000,29317,,0.0,0,,RPPNMLLMLHMFFDT66CA
╖s╢щ╢m,дgжa,╖sлnмq331~360жa╕╣,913.37,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060316,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5741981,6287,,0.0,0,"ецйЎ┴`╗∙╖sеx╣Ї574╕U1981д╕,д║зtм∙йwе╤╢Rдш├║п╟дз╝Wн╚╡|┤┌╖sеx╣Ї74╕U1981д╕",RPQNMLSLLHMFFDT37CA
и╬еV╢m,й╨жa(дgжa+л╪кл),л╠кF┐ди╬еV╢m╢i╛╟╡є78л╤32з╦1~30╕╣,83.0,жэ,,,1060215,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0820219,136.23,4,1,2,ж│,╡L,1600000,11745,,0.0,0,,RPQNMLRLLHMFFFT57DA
кF┤ф┬э,й╨жa(дgжa+л╪кл),л╠кF┐дкF┤ф┬э▓ю└Y╕Ї1~30╕╣,78.94,жэ,,,1051221,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0761020,164.65,5,1,4,ж│,╡L,5600000,34012,,0.0,0,дG╡е┐╦╢б╢R╜цбC,RPTNMLKMLHMFFDT07DA
д║оH╢m,дgжa,йM┐│мq571~600жa╕╣,5168.73,╣A,,,1060115,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,8500000,1645,,0.0,0,,RPTNMLRKMHMFFCT57DA
д║оH╢m,дgжa,йM┐│мq571~600жa╕╣,193.76,╣A,,,1060115,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1500000,7742,,0.0,0,,SPTNMLRKMHMFFCT67DA
иол░╢m,й╨жa(дgжa+л╪кл),л╠кF┐диол░╢mлOдO╕Ї1~30╕╣,14.07,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060306,дgжa1л╪кл1иожь0,е|╝h,е|╝h,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√╡м▓V╛одg│y,0840710,36.11,1,1,1,ж│,╡L,600000,16616,,0.0,0,,RPRNMLMKMHMFFET07DA
иол░╢m,й╨жa(дgжa+л╪кл),л╠кF┐диол░╢mлOдO╕Ї1~30╕╣,14.07,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060306,дgжa1л╪кл1иожь0,е|╝h,е|╝h,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√╡м▓V╛одg│y,0840710,36.11,1,1,1,ж│,╡L,600000,16616,,0.0,0,,RPSNMLMKMHMFFET17DA
и╜┤ф╢m,дgжa,и╜енмq91~120жa╕╣,212.0,жэ,,,1060224,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2332000,11000,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPRNMLSLLHMFFBT37DA
fa72оH╢m,й╨жa(дgжa+л╪кл),л╠кF┐д╞QоH╢m╝wиє╕Ї1~30╕╣,162.5,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060309,дgжa1л╪кл1иожь0,е■,д@╝h,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0861113,80.63,2,1,1,ж│,╡L,2750000,34106,,0.0,0,,RPQNMLKMLHMFFBT56DA
д║оH╢m,дgжa,дWкF╢╒мq571~600жa╕╣,2600.06,,пSйw╣A╖~░╧,╣Aкке╬жa,1060117,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5386800,2072,,0.0,0,жVмFй▓╛ў├Ўй╙┴╩дзо╫еєбC,RPSNMLTLLHMFFCT67DA
кL├ф╢m,дgжa,жие\мq451~480жa╕╣,307.48,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060314,дgжa4л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1500000,4878,,0.0,0,(е]зt)д╜ж@│]мIлOпdжaдзецйЎбC,RPSNMLSLLHMFFDT67DA
и╬еV╢m,дgжa,е█е·мq1291~1320жa╕╣,147.64,жэ,,,1060309,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1000000,6773,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPPNMLKMLHMFFFT86DA
лnж{╢m,дgжa,дTдdмq421~450жa╕╣,2019.04,,д@пы╣A╖~░╧,╣Aкке╬жa,1060225,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1220000,604,,0.0,0,,RPWNMLSLLHMFFDT97CA
кF┤ф┬э,дgжa,дj─Pмq301~330жa╕╣,294.36,ифеL,,,1060208,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1148004,3900,,0.0,0,,RPRNMLKMLHMFFDT76CA
╖s╢щ╢m,дgжa,┐│нэмq751~780жa╕╣,1595.95,╣A,,,1060306,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2139046,1340,,0.0,0,,RPQNMLQJMHMFFDT07CA
╖s░ё╢m,дgжa,╖sдOмq631~660жa╕╣,301.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1060310,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1000000,3322,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPUNMLNKMHMFFCT17CA
╝щж{┬э,й╨жa(дgжa+л╪кл),л╠кF┐д╝щж{┬э╕Uж~╕Ї208л╤1~30╕╣,109.33,жэ,,,1060307,дgжa2л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0931006,151.68,4,1,3,ж│,╡L,5300000,34942,,0.0,0,,RPQOMLNKMHMFFCT86CA
лэмK┬э,й╨жa(дgжa+л╪кл),л╠кF┐длэмK┬эдUмu╕Ї31~60╕╣,1341.0,,░ъоaд╜╢щ░╧,,1051230,дgжa1л╪кл1иожь0,д@╝hбAдG╝hбAдT╝hбAл╬│╗мЁеXклбAигифеL╡n░Oи╞╢╡,дT╝h,╣Aк┘,игифеL╡n░Oи╞╢╡,игифеL╡n░Oи╞╢╡,1050315,388.88,8,2,9,ж│,╡L,25150000,,,0.0,0,,RPSNMLQJMHMFFET37CA
лэмK┬э,й╨жa(дgжa+л╪кл),л╠кF┐длэмK┬э?д╜╕Ї961~990╕╣,4.49,жэ,,,1060305,дgжa1л╪кл1иожь0,е|╝h,дQдG╝h,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√╡м▓V╛одg│y,0841116,37.24,1,1,1,ж│,╡L,950000,25510,,0.0,0,,RPPNMLLMLHMFFET76CA
лэмK┬э,й╨жa(дgжa+л╪кл),л╠кF┐длэмK┬э?д╜╕Ї961~990╕╣,4.49,жэ,,,1060305,дgжa1л╪кл1иожь0,е|╝h,дQдG╝h,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√╡м▓V╛одg│y,0841116,36.96,1,1,1,ж│,╡L,950000,25703,,0.0,0,,SPPNMLLMLHMFFET86CA
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFел▓Mе@╡є61~90╕╣,123.42,жэ,,,1060313,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,1041112,247.76,5,3,4,ж│,╡L,14200000,57314,,0.0,0,,RPOQMLQJMHMFFAT86CA
дEжp╢m,дgжa,дE▓Mмq1321~1350жa╕╣,1274.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1060317,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2500000,1962,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPTNMLRJMHMFFAT17CA
╕Uдж╢m,й╨жa(дgжa+л╪кл),л╠кF┐д╕Uдж╢m╢╢зQ╕Ї1~30╕╣,84.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060222,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0800502,132.89,4,2,3,ж│,╡L,2000000,15050,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPPNMLLKMHMFFAT88CA
╕Uдж╢m,дgжa,╕U┐│мq91~120жa╕╣,1717.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1060316,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,6260000,3646,,0.0,0,,RPQNMLLKMHMFFAT98CA
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFеле┴и╔д@╕Ї158л╤1~30╕╣,87.0,жэ,,,1060315,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0661012,87.56,3,1,3,ж│,╡L,3360000,38374,,0.0,0,,RPPOMLTLLHMFFAT17CA
к°кv╢m,дgжa,║a╡╪мq571~600жa╕╣,2542.36,,д@пы╣A╖~░╧,╣Aкке╬жa,1060317,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4585000,1803,,0.0,0,,RPUPMLKMLHMFFAT96CA
л╠кF╔],й╨жa(дgжa+л╪кл)+иожь,л╠кF┐дл╠кFел╛ў│їе_╕Ї781~810╕╣,12.65,жэ,,,1060301,дgжa1л╪кл1иожь1,дG╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0881204,111.23,2,2,1,ж│,ж│,2500000,22476,йY╣Dенн▒,0.0,0,,RPQNMLKMLHMFFAT98CA
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFел╛ў│їе_╕Ї751~780╕╣,12.26,жэ,,,1060317,дgжa1л╪кл1иожь0,дQе|╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0881204,86.41,2,1,1,ж│,ж│,2000000,23145,,0.0,0,,RPVOMLRLLHMFFAT57CA
╕Uдж╢m,й╨жa(дgжa+л╪кл),л╠кF┐д╕Uдж╢mжNкL╕Ї181~210╕╣,74.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060308,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,1040226,156.5,3,2,3,ж│,╡L,5800000,37061,,0.0,0,,RPSOMLSLLHMFFAT37CA
ж╦е╨╢m,дgжa,жш╢╒мq811~840жa╕╣,293.0,,д@пы╣A╖~░╧,╣Aкке╬жa,1060315,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,320000,1092,,0.0,0,╖ю╣sжaй╬ж│жXи╓и╧е╬дзецйЎбC,RPSNMLSLLHMFFCT47CA
